Domaine;Titre;Sous_Titre;Référence_Reglementaire;ID_Article;Exigence;Documents_Justificatif;Lien_1;Lien_2;Lien_3;Lien_4;Derniere_verification_JO
Santé Sécurité;Entrepreneurs sur place;0;"Ordonnance du 26 juillet 2008 sur l hygiéne et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 10";1;Si l établissement contracte différentes entreprises pour effectuer des travaux de construction ou hydrauliques, il les a informés sur les noms et les adresses des sociétés contractées.;* Document sur les noms et adresses des sociétés contractées;0;0;0;0;17/07/2026
Santé Sécurité;Entrepreneurs sur place;0;"Ordonnance du 26 juillet 2008 sur l hygiéne et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 12 et art. 14";2;Si une entreprise s est contractée pour effectuer des travaux de construction ou hydrauliques, sous-traitant d autres sociétés pour effectuer tout ou partie des tâches, elle garantit que les entreprises sous-traitées ont établi leurs propres plans d hygiéne et de sécurité.;* Copie du plan de sécurité et d hygiéne pour les projets de construction / hydrauliques;0;0;0;0;17/07/2026
Santé Sécurité;Entrepreneurs sur place;0;"Ordonnance du 26 juillet 2008 sur l hygiéne et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 11";3;Si une entreprise s est contractée pour effectuer des travaux de construction ou hydrauliques, sous-traite d autres sociétés pour effectuer tout ou partie des tâches, il fournit à tous les acteurs une copie du plan de sécurité et d hygiéne qu elle a établie.;* Copie du plan de sécurité et d hygiéne pour les projets de construction / hydrauliques;0;0;0;0;17/07/2026
Santé Sécurité;Entrepreneurs sur place;0;"Ordonnance du 26 juillet 2008 sur l hygiéne et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 13";4;Si une entreprise s est contractée pour effectuer des travaux de construction ou hydrauliques, sous-traitant d autres sociétés pour effectuer tout ou partie des tâches, il les a informés sur les noms et les adresses d autres sociétés sous-traitées.;* Document sur les noms et adresses des sociétés contractées;0;0;0;0;17/07/2026
Santé Sécurité;Entrepreneurs sur place;0;"Ordonnance du 26 juillet 2008 sur l hygiéne et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 16 et art. 17";5;L entreprise a contracté pour effectuer des travaux de construction / hydrauliques maintient sur place une copie du plan d hygiéne et de sécurité et la met à jour périodiquement.;* Copie du plan de sécurité et d hygiéne pour les projets de construction / hydrauliques;0;0;0;0;17/07/2026
Santé Sécurité;Activités de construction;0;"Ordonnance du 26 juillet 2008 sur la déclaration d ouverture des sites de travail de construction, publics et hydrauliques; Art. 2 et art. 3";6;Si l installation entreprend des activités de construction / hydrauliques, elle les déclare au Fonds national pour la sécurité sociale, 10 jours avant le début de ces travaux.;* Copie du début d une déclaration de chantier de construction;0;0;0;0;17/07/2026
Santé Sécurité;Activités de construction;0;"Ordonnance du 26 juillet 2008 sur l hygiéne et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 2 et art. 3 et art. 4 et art. 5";7;Si l installation contracte une entreprise pour effectuer des travaux de construction ou hydrauliques, il a reçu un plan de sécurité et d hygiéne avant le début des travaux.;* Copie du plan de sécurité et d hygiéne pour les projets de construction / hydrauliques;0;0;0;0;17/07/2026
Santé Sécurité;Activités de construction;0;"Ordonnance du 26 juillet 2008 sur l hygiéne et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 6";8;Si l installation lance une invitation aux appels d offres à effectuer des travaux de construction ou hydrauliques, il indique clairement que ces travaux sont soumis à la mise en place d un plan de sécurité et d hygiéne avant que tout travail puisse commencer.;* Invitation aux offres;0;0;0;0;17/07/2026
Santé Sécurité;Activités de construction;0;"Ordonnance du 26 juillet 2008 sur l hygiéne et le plan de sécurité dans la construction, les travaux publics ou les sites de travaux hydrauliques; Art. 9";9;Si l installation a l intention de réaliser des travaux de construction ou hydrauliques, il fournit à la société de construction sous contrat un document indiquant des mesures organisationnelles générales concernant les travaux prévus.;* Document indiquant des mesures organisationnelles générales concernant les travaux de construction / hydrauliques prévus.;0;0;0;0;17/07/2026
Santé Sécurité;Surveillance médicale;0;"Décret interministériel du 09 juin 1997 répertoriant les travaux où les employés sont trés exposés aux risques professionnels; Art. 2";1;Les travailleurs exposés à des risques professionnels élevés ont au moins un examen médical chaque semestre.;* Dossiers des contrôles médicaux biannaux des travailleurs exposés à des risques professionnels élevés;0;0;0;0;18/07/2026
Santé Sécurité;Surveillance médicale;0;"Décret exécutif 93-120 du 15 mai 1993 sur l organisation de la médecine professionnelle; Art. 3";2;L établissement a créé un service autonome pour la santé au travail.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Surveillance médicale;0;"Décret exécutif 93-120 du 15 mai 1993 sur l organisation de la médecine professionnelle; Art. 4";3;Si l établissement n est pas obligé de créer un service autonome pour la santé au travail, il a créé ou rejoint un service de santé au travail inter-entreprises ou signé un accord ou un contrat distinct avec le secteur de la santé.;* Accord ou contrat avec le secteur de la santé pour des installations qui ne sont pas obligées de mettre en place un service autonome pour la santé au travail;0;0;0;0;18/07/2026
Santé Sécurité;Surveillance médicale;0;"Décret exécutif 93-120 du 15 mai 1993 sur l organisation de la médecine professionnelle; Art. 7";4;Si l établissement a opté pour la création d un service pour la santé au travail, il a obtenu une autorisation préalable du ministére de la Santé.;* Autorisation pour la création d un service pour la santé au travail.;0;0;0;0;18/07/2026
Santé Sécurité;Surveillance médicale;0;"Loi 88-07 du 26 janvier 1988 sur l hygiéne, la sécurité et les soins de santé au travail; Art. 17";5;Les travailleurs de l établissement subissent des examens médicaux lorsqu ils sont embauchés.;* Dossiers des examens médicaux;0;0;0;0;18/07/2026
Santé Sécurité;Surveillance médicale;0;"Décret exécutif 93-120 du 15 mai 1993 sur l organisation de la médecine professionnelle; Art. 15";6;Les travailleurs subissent des examens médicaux aussi souvent que nécessaire, selon la catégorie dans laquelle ils tombent.;* Dossiers des examens médicaux;0;0;0;0;18/07/2026
Santé Sécurité;Surveillance médicale;0;"Décret exécutif 93-120 du 15 mai 1993 sur l organisation de la médecine professionnelle; Art. 17";7;Les travailleurs de l établissement subissent des examens médicaux aprés être revenus d une période d absence, dans les cas énumérés à l article 17 du décret exécutif 93-120 du 15 mai 1993 sur l organisation de la santé au travail.;* Dossiers des examens médicaux;0;0;0;0;18/07/2026
Santé Sécurité;Surveillance médicale;0;"Décret exécutif 93-120 du 15 mai 1993 sur l organisation de la médecine professionnelle; Art. 21";8;Le service autonome de santé professionnelle de l établissement est impliqué dans les travaux de toutes les entités de l établissement pour des problémes liés à la santé et à la sécurité.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Surveillance médicale;0;"Décret exécutif 93-120 du 15 mai 1993 sur l organisation de la médecine professionnelle; Art. 26";9;Le médecin nommé en santé et sécurité au travail dans l établissement a un accés sans restriction aux chambres et aux espaces consacrés aux travaux ainsi que ceux consacrés au repos et au bien-être des travailleurs;nan;0;0;0;0;18/07/2026
Santé Sécurité;Surveillance médicale;0;"Décret exécutif 05-08 du 08 janvier 2005 sur des prescriptions particuliéres applicables aux substances, matériaux et produits dangereux en milieu de travail; Art. 12";10;L établissement maintient et tient à jour un registre de l hygiéne, de la sécurité et de la santé au travail.;* Registre de l hygiéne, de la santé et de la santé au travail;0;0;0;0;18/07/2026
Santé Sécurité;Surveillance médicale;0;"Décret exécutif 93-120 du 15 mai 1993 sur l organisation de la médecine professionnelle; Art. 30";11;Si l installation organise des quarts de nuit, il assure la présence d auxiliaires médicaux pendant ces quarts de travail.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Surveillance médicale;0;"Décret du 16 octobre 2001 établissant des normes relatives aux moyens humains, locaux et équipements des services de santé au travail; Art. 3";12;Si les examens médicaux sont effectués dans un service médical inter-entreprises, ou dans un service qui dépend de l établissement, le nombre minimum de personnel médical est un médecin, une infirmiére et un secrétaire médical.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Surveillance médicale;0;"Décret du 16 octobre 2001 établissant des normes relatives aux moyens humains, locaux et équipements des services de santé au travail; Art. 5";13;Si l établissement emploie plus de 2000 travailleurs, une salle d observation médicale avec un lit est fournie.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Surveillance médicale;0;"Décret du 16 octobre 2001 établissant des normes relatives aux moyens humains, locaux et équipements des services de santé au travail; Art. 6";14;Si les examens médicaux sont effectués dans un service médical inter-entreprises ou dans un service qui dépend de l établissement, le nombre minimum de salles médicales est une salle d examen, une salle pour les soins de santé, une salle d attente complémentaire, un secrétaire médical et une installation sanitaire qui est à côté d une salle d attente.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Surveillance médicale;0;"Décret interministériel du 16 octobre 2001 sur le contenu, l établissement et l entretien des documents par le médecin sur le lieu de travail; Art. 6";15;Conformément à l examen médical effectué au stade d embauche d un travailleur, le médecin crée un document d aptitude pour les visites médicales où il déclare l aptitude du travailleur à effectuer le travail.;* Document d aptitude pour les visites médicales.;0;0;0;0;18/07/2026
Santé Sécurité;Dispositions des premiers soins;0;"Décret exécutif 93-120 du 15 mai 1993 sur l organisation de la médecine professionnelle; Art. 31";1;Il y a une boîte de premiers soins facilement accessible dans chaque zone de travail.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Dispositions des premiers soins;0;"Décret exécutif 93-120 du 15 mai 1993 sur l organisation de la médecine professionnelle; Art. 31";2;La boîte de premiers soins est sous la responsabilité d un travailleur des premiers soins.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Dispositions des premiers soins;0;"Décret exécutif 93-120 du 15 mai 1993 sur l organisation de la médecine professionnelle; Art. 31";3;La boîte des premiers soins contient des instructions claires pour les mesures des premiers soins.;nan;0;0;0;0;18/07/2026
Santé Sécurité;Dispositions des premiers soins;0;"Décret exécutif 93-120 du 15 mai 1993 sur l organisation de la médecine professionnelle; Art. 31";4;Dans les zones de travail où des travaux dangereux sont effectués, l un des nombreux travailleurs a reçu une formation de premiers soins.;nan;0;0;0;0;18/07/2026
